,holiday,temperature,rain_1h,snow_1h,clouds_percentage,weather_type,weather_type_details,date_time,population_density,population_density_categorical
33983,None,287.36,0.0,0.0,40,Clouds,scattered clouds,5/24/2017 13:00,4728,high
22508,None,290.44,0.0,0.0,1,Clear,sky is clear,4/17/2016 2:00,648,very low
13413,None,272.07,0.51,0.0,90,Rain,light rain,4/4/2014 10:00,3148,medium
31739,None,257.15,0.0,0.0,1,Clear,sky is clear,3/14/2017 7:00,6494,very high
9292,None,287.15,0.0,0.0,40,Mist,mist,10/5/2013 12:00,5739,high
36453,None,291.86,0.0,0.0,75,Clouds,broken clouds,8/20/2017 8:00,1929,low
6681,None,288.35,0.0,0.0,75,Clouds,broken clouds,6/5/2013 3:00,343,very low
4518,None,270.77,0.0,0.0,90,Clouds,overcast clouds,3/25/2013 3:00,382,very low
38219,None,291.79,0.0,0.0,90,Clouds,overcast clouds,10/21/2017 15:00,4414,high
45466,None,294.44,0.0,0.0,75,Rain,moderate rain,7/1/2018 6:00,979,very low
37021,None,291.61,0.0,0.0,5,Clear,sky is clear,9/9/2017 12:00,4596,high
27366,None,282.89099999999996,0.0,0.0,0,Clear,Sky is Clear,10/16/2016 3:00,413,very low
5776,None,273.92,0.0,0.0,90,Drizzle,drizzle,5/5/2013 2:00,717,very low
26639,None,290.78,3.75,0.0,90,Thunderstorm,thunderstorm with heavy rain,9/15/2016 18:00,4024,medium
44834,None,294.58,0.0,0.0,90,Rain,light rain,6/9/2018 18:00,3571,medium
18145,None,287.96,0.0,0.0,90,Mist,mist,9/10/2015 8:00,6222,very high
33550,None,282.6,0.0,0.0,1,Clear,sky is clear,5/12/2017 1:00,846,very low
22683,None,282.63,0.0,0.0,1,Clear,sky is clear,4/22/2016 22:00,2991,medium
27563,None,278.036,0.0,0.0,0,Clear,Sky is Clear,10/24/2016 19:00,2901,low
17544,None,287.8,0.0,0.0,90,Mist,mist,8/19/2015 9:00,5073,high
15560,None,286.92,0.25,0.0,1,Rain,light rain,7/17/2014 3:00,428,very low
43918,None,290.46,0.0,0.0,40,Rain,moderate rain,5/8/2018 19:00,3274,medium
1710,None,283.7,0.0,0.0,40,Clouds,scattered clouds,12/4/2012 16:00,6647,very high
2052,None,274.98,0.0,0.0,90,Rain,moderate rain,12/16/2012 6:00,690,very low
38723,None,272.95,0.0,0.0,75,Clouds,broken clouds,11/6/2017 14:00,4987,high
39936,None,266.53,0.0,0.0,75,Clouds,broken clouds,12/20/2017 4:00,905,very low
31929,None,268.28,0.0,0.0,1,Clear,sky is clear,3/22/2017 0:00,636,very low
13715,None,272.45,2.85,0.0,90,Rain,moderate rain,4/17/2014 0:00,487,very low
32664,None,288.48,0.0,0.0,1,Haze,haze,4/14/2017 13:00,5471,high
32006,None,276.15,0.0,0.0,90,Rain,moderate rain,3/24/2017 4:00,818,very low
4197,None,273.98,0.0,0.0,90,Snow,heavy snow,3/10/2013 5:00,438,very low
4352,None,268.61,0.0,0.0,1,Clear,sky is clear,3/17/2013 18:00,3543,medium
7016,None,293.34,1.52,0.0,88,Rain,moderate rain,6/16/2013 1:00,828,very low
42053,None,275.82,0.0,0.0,90,Snow,light snow,3/5/2018 0:00,703,very low
29788,None,252.95,0.0,0.0,1,Clear,sky is clear,1/5/2017 11:00,4288,medium
44569,None,294.86,0.0,0.0,40,Mist,mist,5/31/2018 10:00,4734,high
46512,None,296.01,0.0,0.0,90,Drizzle,light intensity drizzle,8/7/2018 13:00,4726,high
37662,None,290.92,0.0,0.0,90,Thunderstorm,proximity thunderstorm,10/2/2017 19:00,2631,low
34915,None,293.51,0.0,0.0,75,Drizzle,drizzle,6/28/2017 13:00,4789,high
23772,None,297.41,0.0,0.0,40,Clouds,scattered clouds,5/29/2016 16:00,3530,medium
40327,None,255.72,0.0,0.0,5,Clear,sky is clear,1/3/2018 19:00,3144,medium
7140,None,292.17,0.0,0.0,32,Rain,moderate rain,6/22/2013 9:00,2803,low
33478,None,283.8,0.0,0.0,40,Drizzle,drizzle,5/9/2017 3:00,317,very low
490,None,281.72,0.0,0.0,90,Clouds,overcast clouds,10/21/2012 22:00,1583,low
7355,None,298.15,0.0,0.0,1,Clear,sky is clear,7/1/2013 12:00,5184,high
28974,None,257.22,0.0,0.0,1,Clear,sky is clear,12/10/2016 8:00,2825,low
24968,None,291.245,0.0,0.0,88,Rain,light rain,7/15/2016 14:00,5099,high
3019,None,259.76,0.0,0.0,90,Snow,heavy snow,1/18/2013 9:00,5023,high
40481,None,274.51,0.0,0.0,1,Mist,mist,1/10/2018 4:00,887,very low
9768,Veterans Day,275.44,0.0,0.0,64,Clouds,broken clouds,11/11/2013 0:00,514,very low
33505,None,282.75,0.0,0.0,90,Clouds,overcast clouds,5/10/2017 6:00,5988,very high
16424,None,298.48,0.0,0.0,1,Clear,sky is clear,7/9/2015 19:00,3620,medium
6139,None,286.83,0.0,0.0,40,Clouds,scattered clouds,5/19/2013 4:00,318,very low
25865,None,289.37,0.0,0.0,92,Rain,moderate rain,8/20/2016 7:00,1814,low
34256,None,303.15,0.0,0.0,1,Clear,sky is clear,6/4/2017 14:00,4709,high
32391,None,275.66,0.0,0.0,1,Clear,sky is clear,4/5/2017 3:00,344,very low
8088,None,292.7,0.0,0.0,64,Clouds,broken clouds,7/31/2013 21:00,2727,low
16349,None,294.54,0.0,0.0,75,Haze,haze,7/6/2015 18:00,4264,medium
35841,None,291.53,0.0,0.0,1,Clear,sky is clear,8/1/2017 4:00,926,very low
458,None,281.19,0.0,0.0,100,Drizzle,drizzle,10/20/2012 8:00,2787,low
7695,None,294.07,0.0,0.0,56,Clouds,broken clouds,7/15/2013 4:00,828,very low
15357,None,298.25,0.0,0.0,8,Clear,sky is clear,7/9/2014 15:00,5873,very high
27913,None,280.82,0.0,0.0,1,Clear,sky is clear,11/8/2016 3:00,322,very low
30570,None,269.29,0.0,0.0,90,Clouds,overcast clouds,1/28/2017 22:00,3539,medium
17713,None,290.42,0.0,0.0,1,Clear,sky is clear,8/25/2015 11:00,4892,high
46736,None,299.88,0.0,0.0,20,Clouds,few clouds,8/15/2018 20:00,3133,medium
23458,None,280.69,0.0,0.0,1,Clear,sky is clear,5/19/2016 4:00,874,very low
5334,None,271.98,0.0,0.0,90,Mist,mist,4/20/2013 6:00,1421,very low
5051,None,274.26,0.0,0.0,90,Rain,light rain,4/12/2013 17:00,5988,very high
8002,None,288.34,0.25,0.0,76,Rain,moderate rain,7/28/2013 15:00,4625,high
12525,None,249.89,0.0,0.0,1,Clear,sky is clear,2/26/2014 3:00,324,very low
19083,None,294.94,0.0,0.0,40,Clouds,scattered clouds,10/19/2015 15:00,5684,high
4516,None,270.76,0.0,0.0,90,Clouds,overcast clouds,3/25/2013 1:00,373,very low
18728,None,276.37,0.0,0.0,1,Clear,sky is clear,10/2/2015 7:00,6365,very high
44737,None,298.28,0.0,0.0,1,Haze,haze,6/6/2018 18:00,5055,high
2181,None,268.39,0.0,0.0,90,Mist,mist,12/19/2012 0:00,534,very low
25334,None,290.06,0.0,0.0,75,Clouds,broken clouds,7/29/2016 8:00,4523,high
15792,None,294.43,0.0,0.0,75,Rain,light rain,7/27/2014 12:00,4388,high
7523,None,304.49,0.0,0.0,32,Clouds,scattered clouds,7/8/2013 15:00,5668,high
7297,None,294.2,0.0,0.0,0,Clear,Sky is Clear,6/29/2013 8:00,2801,low
5586,None,290.32,0.0,0.0,1,Clear,sky is clear,4/28/2013 22:00,2288,low
27188,None,277.73,0.0,0.0,48,Clouds,scattered clouds,10/8/2016 11:00,4723,high
40171,None,260.76,0.0,0.0,90,Snow,light snow,12/28/2017 18:00,3764,medium
13645,None,272.8,0.25,0.0,90,Rain,light rain,4/14/2014 2:00,254,very low
30011,None,250.1,0.0,0.0,40,Clouds,scattered clouds,1/13/2017 7:00,6414,very high
38878,None,269.02,0.0,0.0,1,Mist,mist,11/13/2017 0:00,461,very low
1695,None,280.51,0.0,0.0,90,Mist,mist,12/4/2012 4:00,802,very low
162,None,285.14,0.0,0.0,75,Clouds,broken clouds,10/9/2012 13:00,5030,high
5834,None,289.23,0.0,0.0,1,Clear,sky is clear,5/7/2013 11:00,4773,high
33694,None,291.21,0.0,0.0,90,Thunderstorm,thunderstorm,5/17/2017 1:00,440,very low
28414,None,275.34,0.0,0.0,90,Mist,mist,11/24/2016 15:00,2915,medium
13669,None,268.51,0.0,0.0,75,Clouds,broken clouds,4/15/2014 2:00,243,very low
47517,None,293.49,0.0,0.0,20,Clouds,few clouds,9/7/2018 20:00,3360,medium
4375,None,270.4,0.0,0.0,90,Snow,heavy snow,3/19/2013 6:00,5496,high
42011,None,279.93,0.0,0.0,75,Clouds,broken clouds,3/3/2018 17:00,4837,high
1421,None,271.6,0.0,0.0,90,Mist,mist,11/23/2012 20:00,2543,low
32866,None,279.76,0.0,0.0,90,Rain,moderate rain,4/20/2017 0:00,592,very low
44731,None,293.51,0.0,0.0,90,Clouds,overcast clouds,6/6/2018 12:00,5098,high
39693,None,271.37,0.0,0.0,90,Clouds,overcast clouds,12/11/2017 17:00,5712,high
22641,None,284.98,0.0,0.0,90,Rain,moderate rain,4/21/2016 7:00,7260,very high
31437,None,271.02,0.0,0.0,40,Clouds,scattered clouds,3/2/2017 16:00,6686,very high
15198,None,286.63,0.0,0.0,92,Clouds,overcast clouds,7/2/2014 6:00,5655,high
34290,None,292.09,0.0,0.0,1,Clear,sky is clear,6/6/2017 0:00,686,very low
7782,None,304.65,0.0,0.0,8,Clear,sky is clear,7/19/2013 12:00,5837,very high
45948,None,299.44,0.0,0.0,75,Clouds,broken clouds,7/18/2018 13:00,4714,high
34122,None,285.28,0.0,0.0,40,Clouds,scattered clouds,5/30/2017 1:00,329,very low
32595,None,278.02,0.0,0.0,90,Rain,light rain,4/12/2017 7:00,6845,very high
14588,None,296.86,0.0,0.0,1,Clear,sky is clear,5/23/2014 15:00,5962,very high
33062,None,277.59,0.0,0.0,90,Rain,moderate rain,4/26/2017 5:00,2775,low
22065,None,277.44,0.0,0.0,90,Drizzle,drizzle,3/27/2016 1:00,632,very low
39486,None,278.16,0.0,0.0,90,Mist,mist,12/4/2017 19:00,3092,medium
38668,None,278.08,0.0,0.0,90,Fog,fog,11/4/2017 22:00,3865,medium
29986,None,257.95,0.0,0.0,90,Clouds,overcast clouds,1/12/2017 8:00,5541,high
12805,None,275.65,0.0,0.0,75,Clouds,broken clouds,3/10/2014 1:00,347,very low
3680,None,260.29,0.0,0.0,75,Haze,haze,2/17/2013 10:00,3234,medium
17522,None,289.52,0.0,0.0,90,Rain,light rain,8/19/2015 3:00,392,very low
40417,None,269.88,0.0,0.0,75,Clouds,broken clouds,1/7/2018 13:00,4065,medium
42702,None,273.22,0.0,0.0,1,Mist,mist,3/28/2018 3:00,352,very low
40569,None,252.45,0.0,0.0,1,Clear,sky is clear,1/12/2018 3:00,353,very low
39279,None,272.58,0.0,0.0,1,Clear,sky is clear,11/27/2017 1:00,317,very low
33339,None,288.62,0.0,0.0,90,Clouds,overcast clouds,5/3/2017 20:00,3144,medium
37747,None,285.57,0.0,0.0,90,Clouds,overcast clouds,10/5/2017 10:00,4613,high
12495,None,257.11,0.0,0.0,75,Clouds,broken clouds,2/25/2014 0:00,471,very low
28590,None,283.82,0.0,0.0,90,Rain,light rain,11/28/2016 9:00,4477,high
30701,None,261.34,0.0,0.0,1,Clear,sky is clear,2/2/2017 1:00,356,very low
29748,None,255.9,0.0,0.0,1,Clear,sky is clear,1/4/2017 1:00,324,very low
30213,None,272.93,0.0,0.0,1,Mist,mist,1/19/2017 4:00,1025,very low
4962,None,274.58,0.0,0.0,90,Rain,light rain,4/10/2013 12:00,4793,high
45904,None,301.72,0.0,0.0,1,Clear,sky is clear,7/16/2018 17:00,5708,high
11790,None,260.99,0.0,0.0,20,Clouds,few clouds,1/26/2014 15:00,3575,medium
8187,None,295.1,0.0,0.0,8,Clear,sky is clear,8/4/2013 20:00,3075,medium
24031,None,283.52,0.0,0.0,1,Clear,sky is clear,6/8/2016 5:00,3139,medium
22517,None,296.08,0.0,0.0,40,Clouds,scattered clouds,4/17/2016 12:00,4724,high
33926,None,281.86,0.0,0.0,40,Clouds,scattered clouds,5/22/2017 8:00,6030,very high
7799,None,297.7,0.0,0.0,68,Clouds,broken clouds,7/20/2013 5:00,931,very low
25512,None,296.69,0.0,0.0,0,Clear,Sky is Clear,8/5/2016 14:00,5088,high
45171,None,291.82,0.0,0.0,75,Mist,mist,6/20/2018 8:00,5540,high
31152,None,285.422,0.0,0.0,68,Clouds,broken clouds,2/20/2017 7:00,4948,high
45940,None,288.49,0.0,0.0,1,Clear,sky is clear,7/18/2018 5:00,3189,medium
45387,None,290.8,0.0,0.0,1,Mist,mist,6/28/2018 5:00,3121,medium
46307,None,292.34,0.0,0.0,5,Haze,haze,7/31/2018 8:00,5960,very high
16713,None,294.98,0.0,0.0,1,Clear,sky is clear,7/20/2015 4:00,909,very low
4136,None,264.05,0.0,0.0,1,Mist,mist,3/7/2013 22:00,2457,low
23975,None,292.26,0.0,0.0,20,Rain,light rain,6/5/2016 22:00,2081,low
45566,None,297.62,0.0,0.0,90,Rain,light rain,7/4/2018 15:00,3070,medium
42834,None,267.92,0.0,0.0,1,Clear,sky is clear,4/2/2018 0:00,543,very low
37945,None,285.22,0.0,0.0,90,Clouds,overcast clouds,10/11/2017 14:00,5183,high
27535,None,287.356,0.0,0.0,0,Clear,Sky is Clear,10/23/2016 15:00,4435,high
45735,None,298.01,0.0,0.0,75,Clouds,broken clouds,7/11/2018 10:00,4829,high
9604,None,276.15,0.0,0.0,90,Clouds,overcast clouds,10/21/2013 14:00,5379,high
33289,None,276.48,0.0,0.0,90,Drizzle,light intensity drizzle,5/2/2017 1:00,363,very low
33045,None,284.09,0.0,0.0,90,Mist,mist,4/25/2017 22:00,1688,low
25150,None,307.2,0.0,0.0,20,Clouds,few clouds,7/22/2016 17:00,4634,high
7444,None,291.22,0.0,0.0,0,Clear,Sky is Clear,7/5/2013 7:00,3702,medium
15573,None,298.9,0.0,0.0,40,Clouds,scattered clouds,7/17/2014 16:00,6628,very high
19893,None,275.51,0.0,0.0,90,Fog,fog,12/8/2015 22:00,1506,low
6317,None,281.8,0.0,0.0,90,Drizzle,drizzle,5/23/2013 2:00,280,very low
37831,None,285.44,0.0,0.0,90,Mist,mist,10/7/2017 7:00,1989,low
36491,None,294.88,0.0,0.0,90,Mist,mist,8/21/2017 16:00,6074,very high
12214,None,267.51,0.0,0.0,75,Clouds,broken clouds,2/13/2014 7:00,6111,very high
18144,None,288.02,0.0,0.0,75,Rain,light rain,9/10/2015 7:00,6518,very high
985,None,278.57,0.0,0.0,90,Drizzle,light intensity drizzle,11/7/2012 15:00,5678,high
16400,None,294.44,0.0,0.0,1,Clear,sky is clear,7/8/2015 19:00,3336,medium
25191,None,295.9,0.0,0.0,90,Haze,haze,7/23/2016 23:00,0,very low
35452,None,292.21,0.0,0.0,1,Mist,mist,7/18/2017 23:00,1211,very low
18562,None,291.95,0.38,0.0,40,Drizzle,light intensity drizzle,9/24/2015 13:00,5171,high
33687,None,298.61,0.0,0.0,40,Rain,light rain,5/16/2017 18:00,4632,high
9396,None,284.89,0.0,0.0,1,Clear,sky is clear,10/10/2013 6:00,5885,very high
39178,None,272.55,0.0,0.0,90,Clouds,overcast clouds,11/22/2017 22:00,2077,low
36879,None,296.95,0.0,0.0,1,Clear,sky is clear,9/3/2017 21:00,2677,low
23949,None,290.1,0.0,0.0,75,Rain,moderate rain,6/4/2016 20:00,3491,medium
4270,None,267.91,0.0,0.0,90,Snow,heavy snow,3/13/2013 7:00,6850,very high
12739,None,271.03,0.0,0.0,75,Clouds,broken clouds,3/7/2014 6:00,5340,high
21908,None,271.22,0.0,0.0,90,Snow,light snow,3/19/2016 1:00,669,very low
36928,None,288.94,0.0,0.0,90,Rain,light rain,9/5/2017 18:00,4306,medium
27606,None,279.903,0.0,0.0,92,Rain,light rain,10/26/2016 14:00,4632,high
45586,None,295.61,0.0,0.0,40,Clouds,scattered clouds,7/5/2018 8:00,4440,high
8061,None,290.4,0.51,0.0,64,Rain,light rain,7/31/2013 2:00,287,very low
29066,None,255.95,0.0,0.0,40,Snow,light snow,12/12/2016 9:00,5019,high
32416,None,275.14,0.0,0.0,1,Clear,sky is clear,4/6/2017 4:00,838,very low
31277,None,268.95,0.0,0.0,1,Clear,sky is clear,2/24/2017 19:00,3447,medium
17900,None,294.38,0.25,0.0,90,Rain,light rain,9/2/2015 9:00,5428,high
25899,None,293.65,0.0,0.0,40,Clouds,scattered clouds,8/21/2016 12:00,3997,medium
43618,None,278.16,0.0,0.0,75,Clouds,broken clouds,4/27/2018 6:00,5573,high
43168,None,276.42,0.0,0.0,1,Clear,sky is clear,4/13/2018 2:00,306,very low
24852,None,296.88,0.0,0.0,1,Clear,sky is clear,7/10/2016 21:00,2322,low
16993,None,292.31,0.0,0.0,1,Clear,sky is clear,7/31/2015 3:00,410,very low
4342,None,268.95,0.0,0.0,90,Mist,mist,3/17/2013 0:00,1579,low
35576,None,299.29,0.0,0.0,1,Clear,sky is clear,7/22/2017 11:00,4175,medium
33869,None,282.82,0.0,0.0,90,Rain,moderate rain,5/21/2017 2:00,643,very low
25549,None,288.57,0.0,0.0,12,Clouds,few clouds,8/7/2016 3:00,561,very low
16587,None,293.69,0.0,0.0,90,Clouds,overcast clouds,7/16/2015 5:00,2903,low
22700,None,293.46,0.0,0.0,1,Rain,moderate rain,4/23/2016 17:00,4687,high
38051,None,279.15,0.0,0.0,90,Rain,light rain,10/15/2017 4:00,407,very low
10155,None,262.63,0.0,0.0,1,Clear,sky is clear,11/26/2013 21:00,2565,low
24260,None,296.38,0.0,0.0,0,Clear,Sky is Clear,6/17/2016 18:00,4865,high
4230,None,274.67,0.0,0.0,90,Rain,light rain,3/10/2013 23:00,1070,very low
392,None,286.01,0.0,0.0,90,Clouds,overcast clouds,10/18/2012 18:00,4519,high
21260,None,255.23,0.0,0.0,1,Clear,sky is clear,2/13/2016 11:00,4842,high
15256,None,299.86,0.0,0.0,1,Clear,sky is clear,7/5/2014 20:00,2711,low
43012,None,271.28,0.0,0.0,5,Clear,sky is clear,4/7/2018 15:00,4908,high
18338,None,295.23,2.06,0.0,90,Thunderstorm,proximity thunderstorm,9/17/2015 9:00,5359,high
39199,None,277.56,0.0,0.0,40,Clouds,scattered clouds,11/23/2017 19:00,3194,medium
40087,None,251.15,0.0,0.0,1,Clear,sky is clear,12/26/2017 3:00,261,very low
21044,None,269.21,0.0,0.0,90,Snow,light snow,2/4/2016 14:00,5252,high
45300,None,292.14,0.0,0.0,1,Rain,heavy intensity rain,6/25/2018 7:00,6146,very high
22846,None,277.57,0.0,0.0,90,Rain,light rain,4/28/2016 1:00,365,very low
47794,None,288.54,0.25,0.0,90,Rain,heavy intensity rain,9/18/2018 7:00,6516,very high
47595,None,291.01,0.0,0.0,1,Clear,sky is clear,9/11/2018 2:00,265,very low
12755,None,268.64,0.0,0.0,40,Clouds,scattered clouds,3/7/2014 22:00,2699,low
41168,None,250.35,0.0,0.0,1,Clear,sky is clear,2/2/2018 5:00,2731,low
6227,None,291.22,0.0,0.0,40,Mist,mist,5/20/2013 23:00,927,very low
42363,None,273.55,0.0,0.0,5,Clear,sky is clear,3/15/2018 20:00,3093,medium
32115,None,276.65,0.0,0.0,90,Mist,mist,3/26/2017 22:00,2095,low
13777,None,289.56,0.0,0.0,75,Clouds,broken clouds,4/19/2014 14:00,4398,high
13831,None,286.09,0.0,0.0,1,Clear,sky is clear,4/21/2014 20:00,2963,medium
46180,None,290.65,0.0,0.0,90,Clouds,overcast clouds,7/26/2018 11:00,4654,high
26493,None,289.91,0.0,0.0,75,Rain,light rain,9/10/2016 0:00,1374,very low
43658,None,281.62,0.0,0.0,1,Clear,sky is clear,4/28/2018 22:00,2900,low
40800,None,269.22,0.0,0.0,1,Fog,fog,1/20/2018 4:00,399,very low
21246,None,257.82,0.0,0.0,5,Clear,sky is clear,2/12/2016 19:00,3891,medium
32642,None,284.03,0.0,0.0,90,Haze,haze,4/13/2017 16:00,6750,very high
13936,None,275.67,0.0,0.0,1,Clear,sky is clear,4/26/2014 5:00,436,very low
730,None,273.37,0.0,0.0,75,Clouds,broken clouds,10/28/2012 21:00,2213,low
47555,None,289.08,0.25,0.0,1,Rain,light rain,9/9/2018 10:00,4322,medium
37153,None,297.3,0.0,0.0,1,Clear,sky is clear,9/14/2017 11:00,4844,high
21657,None,287.29,0.0,0.0,40,Clouds,scattered clouds,3/7/2016 11:00,4557,high
21243,None,260.48,0.0,0.0,1,Clear,sky is clear,2/12/2016 15:00,5858,very high
12124,None,258.14,0.0,0.0,1,Clear,sky is clear,2/9/2014 13:00,4072,medium
39310,None,279.42,0.0,0.0,75,Clouds,broken clouds,11/28/2017 8:00,6075,very high
42626,None,275.56,0.0,0.0,90,Snow,light snow,3/26/2018 3:00,336,very low
25994,None,298.68,0.0,0.0,1,Clear,sky is clear,8/24/2016 16:00,6726,very high
9335,None,280.14,0.0,0.0,1,Mist,mist,10/6/2013 21:00,2225,low
33422,None,282.08,0.0,0.0,40,Clouds,scattered clouds,5/7/2017 7:00,1435,very low
11036,None,269.0,0.0,0.0,64,Mist,mist,12/28/2013 7:00,1380,very low
17203,None,291.7,0.0,0.0,40,Mist,mist,8/8/2015 5:00,797,very low
35396,None,292.09,0.0,0.0,1,Clear,sky is clear,7/17/2017 3:00,337,very low
13327,None,285.82,0.25,0.0,75,Rain,light rain,3/31/2014 19:00,3121,medium
14474,None,284.95,0.47,0.0,68,Drizzle,light intensity drizzle,5/19/2014 21:00,2404,low
46157,None,299.01,0.0,0.0,75,Clouds,broken clouds,7/25/2018 14:00,5032,high
15917,None,298.9,0.0,0.0,40,Clouds,scattered clouds,8/5/2014 15:00,6027,very high
36261,None,289.69,0.0,0.0,1,Fog,fog,8/15/2017 0:00,603,very low
25715,None,290.7,0.0,0.0,24,Clouds,few clouds,8/14/2016 1:00,1165,very low
32630,None,281.15,0.0,0.0,75,Drizzle,light intensity drizzle,4/13/2017 2:00,297,very low
36785,None,291.86,0.0,0.0,1,Clear,sky is clear,8/31/2017 12:00,5568,high
12508,None,255.26,0.0,0.0,1,Clear,sky is clear,2/25/2014 10:00,4317,medium
42690,None,277.81,0.0,0.0,20,Clouds,few clouds,3/27/2018 15:00,5801,high
32576,None,279.77,0.0,0.0,40,Clouds,scattered clouds,4/11/2017 13:00,4729,high
47845,None,288.07,0.25,0.0,90,Rain,light rain,9/19/2018 10:00,4266,medium
16753,None,297.3,0.0,0.0,1,Clear,sky is clear,7/21/2015 20:00,3360,medium
10867,None,266.62,0.0,0.0,64,Clouds,broken clouds,12/22/2013 10:00,3163,medium
4859,None,283.68,0.0,0.0,90,Rain,light rain,4/7/2013 14:00,4120,medium
40469,None,278.01,0.0,0.0,75,Clouds,broken clouds,1/9/2018 17:00,6104,very high
4311,None,273.06,0.0,0.0,1,Clear,sky is clear,3/15/2013 22:00,2231,low
35777,None,299.3,0.0,0.0,1,Clear,sky is clear,7/29/2017 12:00,4617,high
33744,None,287.88,0.0,0.0,90,Rain,light rain,5/17/2017 21:00,2348,low
36210,None,293.35,0.0,0.0,75,Clouds,broken clouds,8/13/2017 12:00,4161,medium
8342,None,294.2,0.0,0.0,8,Clear,sky is clear,8/11/2013 12:00,4084,medium
33539,None,289.88,0.0,0.0,1,Clear,sky is clear,5/11/2017 14:00,5409,high
44477,None,296.29,0.0,0.0,1,Clear,sky is clear,5/29/2018 8:00,5530,high
46055,None,299.42,0.0,0.0,75,Clouds,broken clouds,7/21/2018 15:00,4674,high
41419,None,253.15,0.0,0.0,5,Clear,sky is clear,2/11/2018 7:00,1607,low
8312,None,288.28,0.0,0.0,20,Clouds,few clouds,8/10/2013 4:00,469,very low
19470,None,274.65,0.0,0.0,1,Clear,sky is clear,11/14/2015 4:00,425,very low
32086,None,274.94,0.0,0.0,90,Drizzle,drizzle,3/26/2017 7:00,1150,very low
26842,None,290.38,0.0,0.0,92,Rain,light rain,9/24/2016 2:00,592,very low
23705,None,289.46,0.0,0.0,90,Mist,mist,5/28/2016 0:00,1452,very low
28218,None,273.28,0.0,0.0,90,Mist,mist,11/18/2016 20:00,2027,low
19291,None,285.36,0.0,0.0,75,Clouds,broken clouds,11/2/2015 10:00,4477,high
7068,None,292.32,0.0,0.0,8,Clear,sky is clear,6/17/2013 22:00,1919,low
27748,None,287.15,0.0,0.0,1,Clear,sky is clear,11/1/2016 12:00,4252,medium
23490,None,295.14,0.0,0.0,40,Clouds,scattered clouds,5/20/2016 12:00,5252,high
25605,None,299.001,0.0,0.0,68,Clouds,broken clouds,8/9/2016 11:00,4239,medium
28858,None,276.33,0.0,0.0,75,Drizzle,light intensity drizzle,12/5/2016 21:00,2122,low
10475,None,249.63,0.0,0.0,1,Clear,sky is clear,12/7/2013 1:00,660,very low
45743,None,304.15,0.0,0.0,75,Clouds,broken clouds,7/11/2018 18:00,4568,high
19512,None,282.42,0.0,0.0,90,Mist,mist,11/16/2015 19:00,2808,low
42701,None,273.75,0.0,0.0,1,Mist,mist,3/28/2018 2:00,263,very low
26962,None,282.03,0.0,0.0,0,Clear,Sky is Clear,9/29/2016 2:00,253,very low
8539,None,295.89,0.0,0.0,75,Clouds,broken clouds,8/20/2013 11:00,5151,high
4383,None,270.8,0.0,0.0,90,Snow,snow,3/19/2013 9:00,5005,high
40875,None,271.36,0.0,0.0,90,Snow,heavy snow,1/22/2018 16:00,1488,low
45963,None,292.73,0.0,0.0,1,Clear,sky is clear,7/19/2018 4:00,896,very low
33990,None,288.88,0.0,0.0,90,Clouds,overcast clouds,5/24/2017 20:00,3084,medium
19649,None,270.15,0.0,0.0,1,Fog,fog,11/24/2015 0:00,523,very low
43843,None,290.93,0.0,0.0,1,Clear,sky is clear,5/5/2018 21:00,2922,medium
31322,None,275.09,0.0,0.0,20,Clouds,few clouds,2/26/2017 16:00,4329,medium
40551,None,260.46,0.0,0.0,90,Snow,snow,1/11/2018 13:00,3293,medium
29627,None,271.95,0.0,0.0,90,Clouds,overcast clouds,12/31/2016 1:00,837,very low
7603,None,299.06,0.0,0.0,0,Clear,Sky is Clear,7/11/2013 17:00,6076,very high
34871,None,290.28,0.0,0.0,5,Clear,sky is clear,6/27/2017 9:00,4823,high
16599,None,294.03,0.51,0.0,90,Haze,haze,7/16/2015 13:00,5129,high
12676,None,262.15,0.0,0.0,90,Clouds,overcast clouds,3/4/2014 10:00,4239,medium
34700,None,286.87,0.0,0.0,1,Clear,sky is clear,6/21/2017 1:00,450,very low
25348,None,290.84,0.0,0.0,40,Clouds,scattered clouds,7/29/2016 22:00,2651,low
505,None,293.43,0.0,0.0,40,Clouds,scattered clouds,10/22/2012 16:00,6101,very high
35295,None,291.58,0.0,0.0,90,Drizzle,drizzle,7/13/2017 2:00,330,very low
36496,None,294.29,0.0,0.0,1,Rain,light rain,8/21/2017 18:00,4236,medium
6194,None,292.08,0.0,0.0,90,Thunderstorm,thunderstorm with light rain,5/20/2013 7:00,6136,very high
